tokenId,top_tokens
156,"[1103, 1844, 1229, 2009, 5126, 7859, 4815, 4609, 8016, 1180, 11039, 11728, 17815, 17667, 19234, 12912, 11344, 10467, 18801, 8992, 18244, 1024, 11735, 591, 4842, 11940, 798, 15927, 9792, 4080]"
157,"[7598, 8626, 8496, 6149, 1885, 6719, 7740, 7326, 6757, 1820, 961, 1582, 21976, 21376, 19715, 21417, 840, 48, 2833, 21585, 8541, 1918, 945, 1590, 1106, 19714, 1625, 1211, 941, 1656]"
160,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
162,"[7310, 11236, 18096, 16902, 12000, 14140, 7476, 15435, 18830, 19685, 6156, 20117, 16375, 19524, 21045, 21200, 19283, 19303, 20155, 21011, 10396, 6046, 18482, 11460, 17413, 18015, 8426, 16116, 4860, 19556]"
163,"[173, 899, 834, 1686, 14204, 9571, 11970, 12897, 18416, 12288, 10852, 21713, 22093, 3646, 5530, 3647, 11759, 11865, 11055, 12687, 12887, 9747, 10553, 7222, 1508, 12026, 19140, 9626, 13141, 10712]"
164,"[535, 7870, 2093, 21414, 1107, 21747, 1754, 10987, 1046, 7070, 7592, 19724, 10867, 1389, 2011, 973, 8633, 1207, 1008, 1854, 2479, 10643, 82, 1237, 2676, 2925, 621, 10868, 10768, 21830]"
165,"[8352, 16545, 1260, 7476, 12000, 20051, 20863, 14735, 8494, 16965, 18397, 21190, 4345, 2987, 7328, 4590, 4967, 15371, 16621, 10256, 3008, 862, 19995, 5145, 17422, 17075, 21047, 577, 18812, 5679]"
167,"[4100, 4108, 4116, 4117, 22038, 11091, 20004, 7849, 3243, 4129, 15145, 1985, 1995, 1009, 8239, 572, 8425, 4159, 2455, 15983, 17540, 9839, 580, 15482, 11109, 3824, 949, 11484, 11284, 2940]"
168,"[603, 172, 583, 17691, 15865, 5773, 12129, 1713, 2225, 1770, 12284, 8067, 1759, 542, 16517, 16982, 20305, 16146, 14971, 19970, 16125, 9536, 14317, 9195, 15787, 4989, 14462, 7500, 14481, 9457]"
172,"[583, 603, 168, 15865, 17691, 16982, 1713, 5773, 12129, 20305, 1759, 7500, 2225, 12284, 16517, 9975, 16146, 8067, 14317, 14971, 542, 9536, 11382, 1770, 19970, 15002, 9457, 16125, 9195, 2717]"
173,"[163, 899, 834, 9571, 14204, 1686, 12897, 3646, 3647, 11970, 9626, 22093, 18416, 12288, 21713, 10852, 10611, 5530, 12887, 19140, 12687, 533, 11759, 13141, 5515, 605, 11485, 10368, 11055, 10553]"
177,"[1890, 12436, 8050, 6167, 7655, 5300, 12665, 12933, 4592, 11761, 7563, 10486, 13201, 15084, 2923, 14615, 2291, 4347, 122, 3433, 11329, 6452, 2623, 2400, 3153, 5106, 10724, 3921, 10446, 11420]"
178,"[2363, 3418, 9104, 9267, 8178, 10251, 3006, 14384, 14997, 15100, 14103, 13871, 13691, 15000, 12512, 11154, 14543, 904, 5596, 18915, 6782, 4463, 14505, 11755, 1932, 5109, 9712, 911, 60, 16094]"
179,"[1076, 6423, 8118, 1566, 16917, 4801, 6142, 7097, 12406, 8292, 10648, 9618, 9407, 15122, 9103, 9011, 15054, 16472, 12375, 13318, 8594, 18948, 12559, 2118, 14253, 13894, 8213, 9684, 1044, 14076]"
180,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
181,"[138, 597, 2760, 2517, 2928, 12483, 2946, 17873, 17563, 15787, 11758, 14905, 17521, 15013, 16253, 10025, 2947, 9605, 14082, 9722, 7025, 13577, 12284, 16125, 10489, 13163, 9536, 9084, 542, 12734]"
182,"[19674, 8810, 21971, 21784, 19768, 18204, 12943, 9214, 1026, 20566, 97, 17072, 18418, 7659, 20367, 13174, 14578, 19249, 20654, 190, 14961, 15715, 16610, 16036, 19605, 7452, 14247, 19223, 2635, 21225]"
183,"[8689, 2030, 2924, 8083, 9628, 5891, 4384, 7749, 5481, 1647, 5654, 8244, 4495, 13329, 7688, 11929, 9632, 9429, 2824, 17314, 8872, 14595, 14715, 9071, 16760, 1724, 7451, 10168, 7472, 13929]"
187,"[16289, 138, 597, 19288, 17227, 181, 18637, 19653, 9348, 19593, 9218, 19167, 21040, 9793, 9443, 15899, 9306, 8366, 16795, 5152, 14792, 6063, 15106, 7341, 2737, 7941, 4887, 18180, 4916, 2588]"
188,"[94, 21190, 20270, 19961, 17413, 19797, 21027, 19949, 17230, 18130, 16859, 5985, 9754, 9708, 15347, 19303, 17744, 11143, 4584, 21204, 17545, 21510, 12940, 6201, 9085, 20863, 2015, 19393, 20484, 19380]"
189,"[9767, 1483, 17587, 17677, 15594, 17998, 17376, 18547, 18786, 727, 18001, 12291, 1967, 631, 894, 12537, 1167, 114, 1704, 7284, 9608, 11294, 860, 6433, 18954, 7041, 761, 11502, 7292, 21549]"
190,"[14961, 14171, 16453, 18988, 12835, 18212, 20832, 19292, 104, 20362, 17384, 11398, 19935, 16036, 11196, 19779, 19033, 15924, 22082, 21971, 11004, 16757, 4657, 21784, 1622, 18273, 4639, 19223, 20153, 19768]"
255,"[7717, 13592, 1916, 108, 1748, 5169, 7728, 878, 909, 2064, 7677, 9715, 11932, 2250, 7691, 9696, 11679, 2460, 1549, 10490, 12509, 12759, 613, 12501, 1235, 736, 2621, 6878, 6749, 5826]"
256,"[1902, 2666, 19972, 1702, 20435, 1021, 2801, 683, 2196, 1953, 19928, 2665, 1581, 1752, 2677, 2198, 21920, 1928, 21830, 19734, 2925, 2676, 2814, 82, 2624, 973, 1389, 1237, 1658, 7592]"
259,"[11279, 20657, 16095, 20751, 14025, 13149, 17247, 19032, 843, 20736, 18129, 7177, 19206, 13754, 10657, 8767, 18378, 576, 11281, 12051, 13842, 13834, 18523, 21385, 13042, 11658, 18536, 21516, 19380, 19121]"
291,"[16227, 11588, 16056, 11558, 6326, 4859, 5432, 5802, 5566, 5076, 9483, 15005, 14989, 15181, 14856, 12816, 13085, 17173, 20517, 10972, 7860, 14626, 1029, 20298, 5035, 18780, 7265, 13198, 22147, 12158]"
294,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
313,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
321,"[4778, 11026, 7850, 916, 695, 85, 1504, 5147, 3160, 5183, 1496, 8457, 5703, 6383, 1273, 942, 5434, 1259, 1073, 2640, 7654, 8688, 10166, 854, 5187, 10677, 1332, 5493, 5181, 9788]"
339,"[11552, 8673, 11265, 12095, 10745, 7522, 4286, 10362, 615, 6181, 19564, 13317, 3430, 11750, 1647, 5481, 4384, 8083, 5746, 4495, 2824, 14595, 14573, 1241, 9937, 5891, 6243, 183, 9129, 11929]"
343,"[11026, 5183, 10166, 9788, 321, 8688, 6020, 854, 2641, 5434, 942, 695, 8457, 7850, 5147, 5187, 5701, 916, 5209, 6075, 5703, 5994, 3160, 7020, 8252, 1364, 4778, 1504, 1273, 6383]"
365,"[19935, 16671, 1622, 4184, 4657, 19276, 2472, 11004, 622, 19779, 18212, 7452, 9759, 21763, 20014, 18853, 20958, 11090, 18278, 19605, 10129, 20119, 11166, 14961, 11398, 20099, 190, 19223, 18755, 15078]"
369,"[6205, 6036, 4254, 6863, 4057, 4359, 4963, 4500, 3829, 3370, 7816, 8307, 112, 7873, 9941, 5172, 13153, 9971, 10513, 598, 75, 10728, 16484, 5199, 5071, 2423, 9593, 13047, 8336, 2376]"
379,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
465,"[9, 18, 6906, 1285, 14, 1280, 18095, 690, 12889, 57, 8370, 7700, 12794, 13059, 1765, 13, 74, 9000, 6, 9606, 19, 965, 1852, 29, 714, 21, 14525, 86, 92, 8541]"
472,"[5157, 6868, 1547, 10008, 9459, 9878, 9757, 9008, 7113, 1629, 3497, 8690, 8569, 12396, 17479, 10322, 10321, 10650, 5096, 11499, 4259, 5587, 7910, 2391, 4370, 2335, 15239, 11402, 14609, 2420]"
485,"[8540, 12994, 4235, 10151, 9274, 10618, 11636, 13831, 22073, 11329, 11340, 11254, 11263, 7030, 3015, 4329, 2694, 2291, 5664, 4347, 2623, 3013, 3289, 3921, 7384, 8575, 2570, 7820, 3842, 3810]"
490,"[6404, 18985, 6192, 18873, 6191, 8426, 7409, 513, 5115, 858, 4216, 4386, 581, 9230, 18208, 4295, 7163, 20009, 3384, 6141, 4993, 7692, 11065, 2467, 16914, 8164, 17933, 19840, 17632, 19242]"
491,"[2557, 6745, 18402, 9164, 5546, 3631, 2068, 7210, 5568, 5061, 14614, 12066, 12628, 1721, 13693, 17125, 17925, 12383, 7817, 9916, 13451, 11442, 774, 1683, 7777, 4982, 9387, 10378, 4323, 12723]"
493,"[17991, 2019, 19272, 1881, 3892, 14356, 12399, 767, 17182, 8668, 2960, 8874, 8133, 827, 19063, 6281, 20038, 132, 19054, 4655, 6476, 7827, 17952, 562, 9986, 18254, 12655, 10537, 19813, 4764]"
494,"[9341, 15898, 15868, 16787, 14618, 8501, 3743, 9486, 8055, 8121, 8324, 9477, 9616, 8036, 4813, 4910, 16925, 2267, 2875, 3662, 9935, 2408, 1324, 7158, 9037, 7676, 4729, 884, 19142, 6980]"
498,"[17342, 8333, 8540, 10788, 2280, 11354, 11338, 3242, 7190, 626, 3153, 6750, 5090, 5106, 6705, 2923, 11515, 11874, 5300, 12726, 652, 19085, 20551, 15084, 10493, 11761, 10486, 7563, 4592, 6955]"
501,"[734, 515, 12292, 3981, 3033, 15395, 13987, 10159, 13067, 20536, 9055, 19519, 13463, 12342, 9941, 14150, 9593, 12504, 8135, 16176, 20915, 5175, 892, 2376, 8024, 7606, 7745, 5037, 3696, 2109]"
505,"[9832, 5646, 1459, 5480, 5437, 6122, 2048, 4579, 4714, 16676, 4017, 938, 1795, 3108, 6899, 8205, 16901, 8641, 21136, 1973, 2277, 2173, 1198, 2466, 3548, 9774, 6107, 6839, 6910, 7875]"
507,"[21621, 21478, 16621, 19017, 15389, 4657, 1622, 54, 1529, 20689, 15444, 1464, 2661, 17422, 18846, 20640, 17708, 19768, 9013, 11583, 19935, 65, 5145, 9514, 20782, 4967, 18397, 17756, 4528, 17191]"
508,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
509,"[8640, 16753, 6459, 124, 6283, 8598, 8887, 9849, 14009, 7316, 2260, 1012, 7313, 5092, 6953, 2398, 7697, 9884, 7690, 5937, 8018, 2813, 3404, 9201, 6569, 15359, 8638, 13270, 2768, 613]"
510,"[4470, 4739, 19704, 16601, 7882, 6974, 6826, 18131, 18948, 9977, 6815, 8802, 10667, 14553, 1774, 2353, 14778, 2118, 11035, 1987, 12429, 7238, 17662, 18767, 19635, 19775, 16632, 20127, 2058, 17894]"
511,"[7132, 8777, 1747, 10915, 6119, 7274, 11016, 6798, 14428, 910, 911, 8599, 4349, 11755, 8355, 4463, 8218, 5570, 546, 625, 18915, 14505, 19477, 11301, 14017, 19349, 12689, 5596, 6782, 16518]"
513,"[581, 8129, 2347, 2783, 1722, 2860, 20137, 2735, 3846, 13083, 11686, 18842, 15557, 19183, 12065, 17738, 7604, 19994, 16969, 18592, 19381, 7267, 15818, 5083, 10903, 11242, 11288, 15353, 13772, 20769]"
514,"[1100, 5733, 1498, 4576, 3483, 1763, 6522, 1803, 1949, 6693, 3640, 5696, 11505, 1146, 9653, 5177, 8967, 10164, 10621, 4349, 9096, 5894, 10605, 14431, 9768, 5596, 22007, 8599, 911, 12544]"
515,"[501, 734, 12292, 3981, 9941, 9055, 13067, 19519, 15395, 12504, 16176, 13987, 10159, 9593, 3033, 3370, 12949, 20915, 4359, 2376, 892, 20536, 5037, 4057, 16484, 9971, 10193, 8135, 8024, 2109]"
516,"[705, 674, 521, 81, 90, 18833, 17752, 6343, 13711, 15484, 5544, 14949, 9716, 9051, 17212, 10646, 3320, 6881, 10287, 12073, 11980, 6792, 11014, 18142, 18285, 4549, 1458, 912, 16893, 2261]"
518,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
519,"[20147, 19877, 21621, 507, 6641, 15444, 17708, 18278, 10399, 11583, 13174, 15715, 18061, 19843, 12959, 12736, 14203, 8791, 15873, 15214, 21478, 18556, 18846, 15521, 9557, 15696, 15389, 20012, 11836, 17756]"
520,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
521,"[81, 674, 516, 705, 90, 15484, 13711, 17752, 6343, 14949, 18833, 7938, 17053, 20503, 10287, 21707, 18285, 11774, 18406, 18142, 18141, 6792, 2370, 11538, 9716, 20680, 15293, 12726, 5566, 5076]"
522,"[21393, 4758, 14497, 18139, 21033, 915, 787, 13649, 10040, 17701, 16891, 10338, 17551, 13690, 1634, 12786, 9769, 14820, 12585, 2061, 20464, 4191, 13248, 13525, 14281, 9792, 7175, 1893, 14697, 11498]"
523,"[12010, 7895, 2619, 13701, 10542, 7703, 8176, 7738, 3718, 10081, 16082, 2422, 11373, 14003, 1812, 13730, 12209, 14193, 5814, 2969, 12702, 1225, 14518, 21546, 10179, 19235, 4936, 16933, 10796, 9594]"
524,"[902, 14617, 5688, 5500, 5107, 6122, 8446, 4579, 6839, 1266, 8641, 16901, 830, 4017, 505, 2048, 16676, 4714, 9832, 8205, 5646, 2173, 5437, 7215, 1459, 8309, 5480, 2466, 9789, 4629]"
527,"[571, 20595, 1622, 4657, 5145, 4967, 17422, 4590, 15389, 3008, 18397, 65, 11166, 13014, 21780, 2661, 1853, 21510, 18191, 2759, 20088, 18846, 19858, 20782, 12011, 2015, 11090, 19935, 14048, 9085]"
529,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
530,"[18270, 17862, 18677, 933, 16683, 6752, 10544, 18815, 1985, 1668, 20004, 7849, 15105, 7706, 15482, 9839, 4159, 6840, 16941, 11109, 22038, 10576, 3243, 17539, 14361, 11465, 9304, 9381, 16430, 2455]"
531,"[1016, 7090, 1816, 2261, 2874, 2218, 2119, 10945, 6024, 6881, 772, 11014, 1197, 5178, 4990, 9051, 5817, 1137, 15107, 9716, 912, 3320, 5213, 10190, 18522, 1319, 12611, 2738, 19455, 16237]"
533,"[10611, 9626, 3454, 3647, 3646, 811, 12897, 9404, 16324, 3743, 2998, 8501, 3176, 10173, 7662, 8754, 9559, 3830, 5134, 5967, 12100, 8257, 1845, 9714, 15446, 1971, 16369, 8036, 9477, 11214]"
534,"[1502, 1434, 1432, 1433, 1384, 1563, 2682, 1687, 5675, 5864, 1484, 7502, 5158, 5853, 6042, 6427, 3229, 7459, 4033, 697, 21282, 8985, 13480, 4624, 17407, 17512, 10639, 6971, 3145, 17349]"
535,"[7870, 21414, 2093, 1107, 7592, 21747, 1389, 10987, 973, 1754, 7070, 1046, 19724, 10867, 1237, 82, 2676, 2011, 8633, 2925, 1854, 21830, 1207, 1008, 10643, 2479, 21920, 621, 10868, 10768]"
537,"[796, 799, 1108, 788, 649, 826, 822, 13891, 3106, 18464, 17734, 14111, 8549, 17877, 832, 5320, 13831, 10839, 10549, 13870, 19207, 18950, 18967, 11799, 15539, 12280, 16808, 20960, 7170, 3188]"
538,"[7510, 4390, 1816, 3501, 7090, 21012, 5139, 17128, 16927, 3153, 7190, 11897, 7423, 652, 10788, 3242, 6705, 11338, 18775, 13939, 122, 2280, 2923, 5106, 498, 12602, 5090, 5300, 11761, 8288]"
542,"[12129, 12284, 10563, 15787, 14629, 9195, 15013, 5773, 13274, 9536, 9603, 8417, 20584, 14218, 4989, 10025, 11758, 19970, 7757, 17691, 9605, 15865, 7825, 15116, 9457, 16125, 1764, 20305, 8067, 12734]"
543,"[21498, 5440, 16580, 19276, 2984, 21225, 19882, 622, 21467, 7452, 19565, 10399, 8792, 20958, 8210, 21478, 17970, 19116, 17332, 20618, 13860, 19675, 2866, 19935, 8663, 8791, 365, 15911, 12719, 20988]"
544,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
546,"[625, 1649, 19477, 2454, 19349, 6215, 11754, 3845, 6436, 910, 13685, 18915, 18213, 11301, 11917, 5409, 10206, 5570, 4463, 17340, 2041, 14660, 594, 8945, 6495, 911, 11559, 1119, 6486, 17267]"
547,"[7033, 10916, 651, 1777, 8475, 639, 2290, 6379, 5353, 16308, 554, 7331, 1246, 7935, 5479, 11100, 6030, 6428, 5485, 8001, 7555, 4643, 11075, 898, 6016, 2409, 7573, 865, 3113, 5472]"
550,"[86, 92, 48, 1820, 6757, 8541, 6719, 6149, 7740, 1885, 8626, 7598, 8496, 157, 961, 1582, 7326, 21976, 21376, 19715, 21417, 1852, 714, 21, 840, 2833, 1211, 21585, 1918, 945]"
553,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
554,"[7331, 1246, 6428, 7555, 2290, 1777, 6379, 651, 8475, 5485, 7033, 547, 5698, 10916, 8454, 639, 5353, 7752, 8214, 8186, 8627, 16308, 7755, 2647, 5479, 7935, 11100, 6030, 10964, 8001]"
555,"[1603, 882, 151, 10140, 12726, 6690, 6750, 4149, 6549, 11354, 2223, 1329, 855, 10973, 16159, 14717, 4641, 14486, 11874, 14057, 10706, 12880, 10788, 1243, 15733, 2280, 8251, 19085, 14737, 13856]"
557,"[12262, 588, 9994, 15234, 7173, 6243, 1681, 6984, 3379, 2022, 1241, 4384, 5638, 2824, 8753, 4825, 14006, 1647, 8083, 9937, 5481, 7735, 15059, 18298, 13317, 14979, 11929, 758, 5746, 3430]"
558,"[2434, 60, 1932, 580, 5109, 3288, 2743, 11284, 9472, 904, 12606, 1009, 6782, 9839, 14277, 11484, 14132, 12512, 11154, 584, 16094, 7562, 718, 15983, 7410, 15145, 13966, 9712, 17585, 7987]"
559,"[1237, 973, 82, 7592, 1389, 2676, 21920, 2925, 21830, 2198, 21414, 535, 7870, 1581, 2093, 1107, 683, 21747, 2196, 2801, 20435, 1752, 1953, 1754, 10987, 1046, 7070, 1702, 19724, 10867]"
561,"[18755, 21122, 20863, 19910, 17857, 19206, 19649, 862, 16965, 14735, 19032, 8494, 16137, 16718, 21811, 19822, 20362, 19380, 12646, 8956, 20736, 20746, 10816, 20088, 21107, 18523, 18536, 18118, 11279, 13842]"
562,"[827, 7720, 2962, 8133, 9986, 132, 5255, 2960, 767, 10537, 7041, 19894, 1167, 7422, 7284, 13852, 17952, 14184, 15590, 12655, 19063, 1967, 1648, 8668, 631, 8874, 5510, 6562, 114, 1817]"
563,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
567,"[6563, 6500, 9046, 21460, 12450, 21821, 7035, 22013, 12683, 4947, 2590, 8226, 4170, 12065, 17247, 12811, 7220, 13590, 22015, 15082, 13427, 576, 843, 14025, 5083, 11337, 11961, 8616, 11930, 13415]"
568,"[1132, 12380, 808, 7927, 12653, 1559, 6992, 6672, 576, 7035, 13754, 12683, 8226, 16996, 2590, 4113, 12450, 3148, 4112, 19201, 12457, 16777, 16508, 4634, 14423, 4170, 10135, 17566, 12811, 19375]"
570,"[3161, 8128, 5901, 1272, 3032, 11472, 11798, 7831, 10216, 10034, 12859, 7294, 5347, 3726, 10775, 12538, 2569, 16113, 10928, 8525, 10439, 1048, 14528, 16451, 2134, 8561, 20565, 15154, 14269, 2379]"
571,"[527, 20595, 4967, 5145, 4590, 18397, 13014, 9674, 21510, 3008, 9645, 1622, 3915, 3727, 9085, 2015, 20704, 21353, 10197, 17422, 9197, 21054, 2842, 14308, 8580, 21805, 1853, 20088, 21600, 2759]"
572,"[3824, 4129, 4117, 3682, 4116, 4108, 2859, 4100, 167, 781, 8266, 13829, 18915, 12796, 10577, 13030, 12278, 9380, 13033, 8355, 5040, 11016, 15427, 9730, 14431, 6782, 911, 19415, 7274, 910]"
573,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
575,"[15360, 18208, 991, 16351, 19825, 7791, 16541, 10548, 7790, 8850, 19187, 11600, 19095, 8956, 18805, 6838, 14007, 17620, 13115, 20736, 18793, 18909, 18030, 18242, 8412, 15612, 13669, 19975, 20657, 21118]"
576,"[10135, 3321, 18863, 808, 4170, 7220, 21460, 4947, 20697, 13754, 17247, 11337, 8616, 13953, 21821, 12457, 16508, 5083, 12633, 13415, 22013, 19647, 15082, 2590, 8226, 13954, 17938, 11957, 843, 14175]"
577,"[699, 13042, 13149, 19380, 862, 19556, 18536, 19303, 18730, 21516, 19194, 5043, 17161, 7810, 17879, 18607, 17413, 18159, 5679, 8434, 18526, 19780, 11281, 12567, 21359, 19910, 19032, 19206, 20484, 2739]"
578,"[2378, 5023, 1690, 4460, 687, 3444, 3318, 5579, 906, 9974, 5949, 1833, 3767, 11846, 9880, 4563, 12597, 8166, 3424, 12033, 12603, 2418, 4200, 10921, 9091, 8790, 8502, 8959, 5458, 11015]"
579,"[6785, 3248, 6033, 2663, 10357, 1589, 3669, 12303, 4607, 6912, 4921, 8835, 1782, 1303, 1196, 14311, 8407, 3453, 8844, 16659, 5676, 2311, 9254, 8831, 2484, 17019, 11119, 1525, 11197, 9442]"
580,"[558, 1009, 2434, 11284, 1932, 60, 3288, 5109, 2743, 9472, 584, 7410, 904, 17540, 7562, 12606, 6782, 11484, 9839, 12512, 14277, 4159, 17585, 15983, 15145, 14132, 718, 16094, 11154, 13515]"
581,"[513, 8129, 2347, 2783, 1722, 20137, 2860, 13083, 2735, 3846, 11686, 15557, 19183, 19994, 12065, 19381, 18842, 7267, 17738, 16969, 10903, 11242, 15818, 15353, 11288, 5083, 7604, 13772, 18592, 7402]"
582,"[3255, 4940, 10795, 17118, 9555, 11466, 12819, 12263, 12103, 10798, 8745, 9116, 9596, 12690, 13984, 10911, 8974, 9349, 9893, 12441, 11129, 9991, 8385, 11452, 9962, 15917, 9231, 11618, 2552, 8238]"
583,"[172, 603, 168, 16982, 1713, 15865, 17691, 7500, 20305, 1759, 5773, 2225, 9975, 15002, 12129, 16517, 2717, 12284, 11382, 16146, 8067, 14317, 14971, 542, 19970, 9457, 1770, 11308, 7645, 19791]"
584,"[7946, 580, 558, 1009, 8159, 17540, 8255, 2434, 11284, 3288, 60, 1932, 9839, 5109, 2743, 8535, 4159, 8239, 4296, 9472, 7769, 7562, 904, 7410, 2455, 3243, 7987, 11091, 9446, 9156]"
586,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
587,"[19757, 19953, 14629, 9457, 16125, 21365, 12284, 16517, 542, 16146, 8770, 9195, 20305, 12129, 15865, 21430, 17691, 6850, 15013, 5773, 9031, 1770, 9975, 15787, 20584, 9536, 1713, 5738, 2225, 17563]"
588,"[9994, 557, 7173, 15234, 12262, 6984, 1681, 2022, 3379, 6243, 4825, 1241, 5638, 7735, 8753, 14006, 2824, 4384, 14979, 15059, 9937, 1647, 18298, 8083, 13317, 5481, 18303, 758, 6266, 5746]"
589,"[21287, 13071, 12874, 8874, 6979, 8668, 9799, 4331, 19253, 11810, 12791, 12652, 8436, 17182, 767, 1366, 2964, 2960, 14018, 4752, 1275, 10613, 2861, 12306, 6476, 4930, 8133, 4764, 7827, 827]"
590,"[8358, 13628, 14451, 7971, 20956, 16342, 14467, 12367, 14354, 10816, 15232, 9263, 19779, 13457, 13466, 20362, 12627, 13822, 19033, 14908, 19303, 12489, 9298, 17879, 17413, 16667, 10012, 21359, 3157, 17161]"
591,"[1024, 2008, 7859, 4609, 5126, 11728, 10467, 1051, 2009, 9792, 11940, 2861, 11216, 8868, 13946, 15372, 11958, 2964, 1844, 12729, 15110, 1275, 7152, 11498, 12912, 4080, 1366, 11998, 11039, 18922]"
592,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
593,"[19757, 9722, 8213, 10648, 8594, 9103, 8234, 15768, 16472, 4867, 16253, 6142, 7025, 9011, 13163, 1764, 13373, 18611, 4801, 7857, 20985, 12734, 5464, 9084, 8232, 12072, 12559, 15122, 10030, 13421]"
594,"[6215, 6436, 1649, 5409, 11754, 18213, 11917, 6486, 18801, 546, 6230, 15927, 2454, 3845, 19477, 17267, 18737, 8945, 5399, 11559, 8968, 6464, 15130, 625, 12480, 17340, 17665, 5995, 16560, 17512]"
595,"[14365, 14447, 13311, 4815, 11756, 8117, 13035, 12348, 8016, 1103, 1229, 1844, 4842, 2009, 1180, 5430, 5126, 11735, 798, 18244, 8992, 8661, 7859, 156, 16414, 11039, 19608, 16408, 19234, 17667]"
596,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
597,"[181, 138, 2760, 2517, 17563, 2928, 17873, 2946, 12483, 15787, 16125, 12284, 9536, 10025, 9605, 14905, 15013, 17521, 2947, 11758, 16517, 16146, 542, 16253, 9348, 14082, 13577, 9195, 14068, 19757]"
598,"[5172, 9971, 7816, 5071, 3829, 8307, 2376, 892, 112, 5199, 16484, 7873, 10337, 13047, 4254, 9055, 6863, 3696, 4359, 20915, 75, 9941, 4500, 4057, 7606, 3706, 3370, 10193, 9990, 9593]"
